keyword_id	keyword_text	cluster_name	is_main_keyword	intent	volume	kd	cpc	competitive_density	serp_features	trend	priority_score	enabled	status	url_target	brief_notes	content_id	published_url	source	created_at	updated_at
KW-FIN-022	fintech prestamos	fintech	FALSE	Informational, Transactional	260	62	0.82	0.0	Video, People also ask, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-023	cmp rapicredit fintech	cmp	FALSE	Navigational	210	26	0.26	0.0	Sitelinks, AI Overview, Video, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-024	empresas fintech	empresa	FALSE	Informational	140	24	0.47	0.0	AI Overview, Image pack, Video, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-025	creditos fintech	credito	FALSE	Informational, Transactional	110	63	0.76	0.0	Sitelinks, Video, Video carousel, Related searches, Ads bottom	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-026	fintech que es y como funciona	fintech	FALSE	Informational	110	26	0.35	0.0	Sitelinks, AI Overview, Video, Video carousel, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-PRO-004	ley de propiedad intelectual colombia	colombia	FALSE	Informational	110	23	0.0	0.0	AI Overview, Video, Video carousel, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-FIN-027	fintech prestamos colombia	colombia	FALSE	Informational	90	62	0.54	0.0	Sitelinks, AI Overview, Video, Video carousel, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-PRO-005	abogado de propiedad intelectual	abogado	FALSE	Commercial	90	20	0.57	0.0	Reviews, People also ask, Local pack, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-006	que es la propiedad intelectual en colombia	colombia	FALSE	Informational	70	17	0.0	0.0	AI Overview, Video, People also ask, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-007	diferencia entre propiedad intelectual y propiedad industrial	diferencia	FALSE	Informational	50	19	0.0	0.0	AI Overview, Video, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-REG-005	registro de marcas y patentes en colombia	colombia	FALSE	Informational	40	13	0.2	0.0	AI Overview, Video, Video carousel, People also ask, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: registro-de-marca-colombia			semrush_magic_tool	46060	46060
KW-FIN-028	cmp rapicredit fintech telefono	cmp	FALSE	Informational, Transactional	30	19	0.3	0.0	AI Overview, Video, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-029	empresas fintech colombia	colombia	FALSE	Informational	30	25	0.0	0.0	AI Overview, Image pack, Video, People also ask, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-030	fintech edtech	edtech	FALSE	Informational, Transactional	30	9	0.0	0.0	AI Overview, Video carousel, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-PRO-008	especializacion en propiedad intelectual colombia	colombia	FALSE	Commercial	30	13	2.51	0.0	Video, Related searches, Ads top, Ads bottom	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-009	historia de la propiedad intelectual	historia	FALSE	Informational, Transactional	30	20	0.0	0.0	AI Overview, Image pack, Video, Video carousel, People also ask, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-REG-006	base de datos de marcas registradas en colombia	base	FALSE	Informational	30	18	0.0	0.0	Video, People also ask, Related searches	estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: registro-de-marca-colombia			semrush_magic_tool	46060	46060
KW-FIN-031	regulación fintech en colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	35	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-SAA-002	saas	saas	FALSE	Informational	2900	43	0.77	0.0	AI Overview, Video, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: saas			semrush_magic_tool	46060	46060
KW-PRO-010	organización mundial de la propiedad intelectual	intelectual	FALSE	Informational	480	36	0.0	0.0	Video, Video carousel, People also ask, Knowledge panel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-011	especializacion en propiedad intelectual	especializacion	FALSE	Informational	260	50	1.4	0.0	Video, Related searches, Ads bottom	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-FIN-032	fintech latam	fintech	FALSE	Navigational	210	49	0.83	0.0	Sitelinks, Video, Video carousel, Knowledge panel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-033	latam fintech	fintech	FALSE	Navigational	210	31	0.83	0.0	Sitelinks, Video, Video carousel, Knowledge panel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-034	rapicredit fintech	fintech	FALSE	Navigational	210	50	0.31	0.0	Sitelinks, Video, Knowledge panel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-035	que es un fintech	fintech	FALSE	Informational	140	31	0.06	0.0	Sitelinks, AI Overview, Video, Short videos, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-036	credito fintech	credito	FALSE	Informational	110	41	0.76	0.0	Sitelinks, AI Overview, Video, Video carousel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-037	fintech americas	america	FALSE	Navigational	110	37	0.85	0.0	Sitelinks, Video, Video carousel, People also ask, Related searches, Ads top, Ads bottom	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-038	walo fintech	fintech	FALSE	Informational	110	31	0.25	0.0	Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-SAA-003	plataforma saas	plataforma	FALSE	Informational	110	34	0.7	0.0	Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: saas			semrush_magic_tool	46060	46060
KW-FIN-039	fintech creditos	credito	FALSE	Commercial	90	65	0.84	0.0	Video, Video carousel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-PRO-012	abogados propiedad intelectual	abogado	FALSE	Commercial	90	24	0.69	0.0	Reviews, People also ask, Local pack, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-FIN-040	fintech credito	credito	FALSE	Informational, Transactional	70	64	0.84	0.0	Video, Video carousel, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-REG-007	como registrar una marca de ropa en colombia	colombia	FALSE	Informational	70	13	0.17	0.0	AI Overview, Video, Video carousel, Short videos, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: registro-de-marca-colombia			semrush_magic_tool	46060	46060
KW-FIN-041	prestamos fintech	fintech	FALSE	Informational, Transactional	50	66	0.77	0.0	Sitelinks, Video, Video carousel, Local pack, Related searches, Ads bottom	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-042	proyectos fintech	fintech	FALSE	Informational	50	25	0.0	0.0	AI Overview, Video, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-PRO-013	propiedad intelectual y propiedad industrial	industrial	FALSE	Informational	50	26	0.0	0.0	Sitelinks, AI Overview, Video, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-FIN-043	asociación colombia fintech	asociados	FALSE	Navigational	40	39	0.0	0.0	Sitelinks, Image pack, Video, Local pack, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-044	fintech credit	credito	FALSE	Informational, Transactional	40	28	0.36	0.0	AI Overview, Video, Video carousel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-PRO-014	dia de la propiedad intelectual	dia	FALSE	Informational	40	20	0.0	0.0	Sitelinks, Instant answer, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-015	empleo abogado propiedad intelectual	abogado	FALSE	Commercial	40	17	0.0	0.0	Video, Jobs, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-FIN-045	asociacion fintech	asociacion	FALSE	Informational	30	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-046	bancos fintech	banco	FALSE	Informational	30	20	0.7	0.0	AI Overview, Video, Video carousel, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-047	como invertir en fintech	fintech	FALSE	Informational	30	13	0.74	0.0	AI Overview, Video, Video carousel, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-048	ejemplos de fintech	ejemplos	FALSE	Informational	30	10	0.0	0.0	AI Overview, Image pack, Video, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-049	fintech en argentina	argentina	FALSE	Informational, Transactional	30	25	0.0	0.0	Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-050	fintech plaid	fintech	FALSE	Navigational	30	38	0.0	0.0	Sitelinks, Video, People also ask, Knowledge panel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-051	industria fintech	fintech	FALSE	Informational	30	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-052	ley fintech colombia	colombia	FALSE	Informational	30	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-053	plaid fintech	fintech	FALSE	Informational	30	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-054	presidente colombia fintech	colombia	FALSE	Informational	30	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-PRO-016	casos de propiedad intelectual en colombia	casa	FALSE	Informational	30	14	0.0	0.0	AI Overview, Video, Video carousel, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-017	cómo afecta la propiedad intelectual en los medios digitales	afecta	FALSE	Informational	30	15	0.0	0.0	AI Overview, Video, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-018	diferencia entre propiedad industrial y propiedad intelectual	diferencia	FALSE	Informational	30	16	0.0	0.0	AI Overview, Video, Video carousel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-019	diferencia entre propiedad intelectual y propiedad industrial en colombia	colombia	FALSE	Informational	30	13	0.0	0.0	Sitelinks, AI Overview, Video, Video carousel, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-PRO-020	ejemplos de propiedad intelectual en colombia	colombia	FALSE	Informational	30	15	0.0	0.0	AI Overview, Video, Video carousel, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: Propiedad-intelectual			semrush_magic_tool	46060	46060
KW-REG-008	cuanto vale un registro de marca en colombia	colombia	FALSE	Informational	30	5	0.13	0.0	AI Overview, Video, Short videos, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: registro-de-marca-colombia			semrush_magic_tool	46060	46060
KW-REG-009	valor de registro de marca en colombia	colombia	FALSE	Informational	30	15	0.15	0.0	AI Overview, Video, People also ask, Related searches	estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: registro-de-marca-colombia			semrush_magic_tool	46060	46060
KW-FIN-055	ai in fintech	ai	FALSE	Informational	20	50	3.79	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-056	artificial intelligence fintech	artificial	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-057	asociación fintech	asociados	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-058	colombia fintech miembros	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-059	colombia fintech telefono	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-060	como crear una fintech en colombia	colombia	FALSE	Informational	20	50	0.82	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-061	compañia fintech	compañia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-062	compañias fintech	compañia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-063	creditos fintech colombia	colombia	FALSE	Informational	20	50	0.71	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-064	digital fintech	digital	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-065	ecosistema fintech en colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-066	emprendimiento fintech	emprendimiento	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-067	emprendimientos fintech	emprendimiento	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-068	estudiar fintech	estudio	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-069	fintech americas miami	america	FALSE	Informational	20	50	2.03	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-070	fintech app	app	FALSE	Informational	20	50	0.91	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-071	fintech app development	app	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-072	fintech australia	australia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-073	fintech colombia 2018	2018	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-074	fintech radar colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-075	fintech software	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-076	fintech software development	development	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-077	fintech spain	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-078	historia de las fintech	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-079	invertir en fintech colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-080	mejores fintech colombia	colombia	FALSE	Informational	20	50	1.5	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-081	normatividad fintech colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-082	principales fintech en colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-083	que es colombia fintech	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-084	que es la industria fintech	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-085	que es una startup fintech	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-086	que son las fintech en colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-087	quien regula las fintech en colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-088	qué es una startup fintech	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-089	regulacion fintech colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-090	sector fintech en colombia	colombia	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-091	startup de fintech	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-092	startup fintech que es	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-093	startups fintech significado	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
KW-FIN-094	tecnologia fintech	fintech	FALSE	Informational	20	50	0.0	0.0		estable	30	TRUE	pendiente		Keyword de investigacion SEMrush - seed: fintech			semrush_magic_tool	46060	46060
