keyword_id,keyword_text,cluster_name,is_main_keyword,intent,volume,kd,cpc,competitive_density,serp_features,trend,priority_score,enabled,status,url_target,brief_notes,content_id,published_url,source,created_at,updated_at
KW-PRO-004,ley de propiedad intelectual colombia,colombia,False,Informational,110,23,0.0,0.0,"AI Overview, Video, Video carousel, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-FIN-027,fintech prestamos colombia,colombia,False,Informational,90,62,0.54,0.0,"Sitelinks, AI Overview, Video, Video carousel, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-PRO-005,abogado de propiedad intelectual,abogado,False,Commercial,90,20,0.57,0.0,"Reviews, People also ask, Local pack, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-006,que es la propiedad intelectual en colombia,colombia,False,Informational,70,17,0.0,0.0,"AI Overview, Video, People also ask, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-007,diferencia entre propiedad intelectual y propiedad industrial,diferencia,False,Informational,50,19,0.0,0.0,"AI Overview, Video, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-REG-005,registro de marcas y patentes en colombia,colombia,False,Informational,40,13,0.2,0.0,"AI Overview, Video, Video carousel, People also ask, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: registro-de-marca-colombia,,,semrush_magic_tool,46060,46060
KW-FIN-028,cmp rapicredit fintech telefono,cmp,False,"Informational, Transactional",30,19,0.3,0.0,"AI Overview, Video, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-029,empresas fintech colombia,colombia,False,Informational,30,25,0.0,0.0,"AI Overview, Image pack, Video, People also ask, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-030,fintech edtech,edtech,False,"Informational, Transactional",30,9,0.0,0.0,"AI Overview, Video carousel, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-PRO-008,especializacion en propiedad intelectual colombia,colombia,False,Commercial,30,13,2.51,0.0,"Video, Related searches, Ads top, Ads bottom",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-009,historia de la propiedad intelectual,historia,False,"Informational, Transactional",30,20,0.0,0.0,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-REG-006,base de datos de marcas registradas en colombia,base,False,Informational,30,18,0.0,0.0,"Video, People also ask, Related searches",estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: registro-de-marca-colombia,,,semrush_magic_tool,46060,46060
KW-FIN-031,regulación fintech en colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,35,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-SAA-002,saas,saas,False,Informational,2900,43,0.77,0.0,"AI Overview, Video, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: saas,,,semrush_magic_tool,46060,46060
KW-PRO-010,organización mundial de la propiedad intelectual,intelectual,False,Informational,480,36,0.0,0.0,"Video, Video carousel, People also ask, Knowledge panel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-011,especializacion en propiedad intelectual,especializacion,False,Informational,260,50,1.4,0.0,"Video, Related searches, Ads bottom",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-FIN-032,fintech latam,fintech,False,Navigational,210,49,0.83,0.0,"Sitelinks, Video, Video carousel, Knowledge panel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-033,latam fintech,fintech,False,Navigational,210,31,0.83,0.0,"Sitelinks, Video, Video carousel, Knowledge panel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-034,rapicredit fintech,fintech,False,Navigational,210,50,0.31,0.0,"Sitelinks, Video, Knowledge panel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-035,que es un fintech,fintech,False,Informational,140,31,0.06,0.0,"Sitelinks, AI Overview, Video, Short videos, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-036,credito fintech,credito,False,Informational,110,41,0.76,0.0,"Sitelinks, AI Overview, Video, Video carousel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-037,fintech americas,america,False,Navigational,110,37,0.85,0.0,"Sitelinks, Video, Video carousel, People also ask, Related searches, Ads top, Ads bottom",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-038,walo fintech,fintech,False,Informational,110,31,0.25,0.0,"Sitelinks, Video, Video carousel, People also ask, Knowledge panel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-SAA-003,plataforma saas,plataforma,False,Informational,110,34,0.7,0.0,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: saas,,,semrush_magic_tool,46060,46060
KW-FIN-039,fintech creditos,credito,False,Commercial,90,65,0.84,0.0,"Video, Video carousel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-PRO-012,abogados propiedad intelectual,abogado,False,Commercial,90,24,0.69,0.0,"Reviews, People also ask, Local pack, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-FIN-040,fintech credito,credito,False,"Informational, Transactional",70,64,0.84,0.0,"Video, Video carousel, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-REG-007,como registrar una marca de ropa en colombia,colombia,False,Informational,70,13,0.17,0.0,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: registro-de-marca-colombia,,,semrush_magic_tool,46060,46060
KW-FIN-041,prestamos fintech,fintech,False,"Informational, Transactional",50,66,0.77,0.0,"Sitelinks, Video, Video carousel, Local pack, Related searches, Ads bottom",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-042,proyectos fintech,fintech,False,Informational,50,25,0.0,0.0,"AI Overview, Video, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-PRO-013,propiedad intelectual y propiedad industrial,industrial,False,Informational,50,26,0.0,0.0,"Sitelinks, AI Overview, Video, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-FIN-043,asociación colombia fintech,asociados,False,Navigational,40,39,0.0,0.0,"Sitelinks, Image pack, Video, Local pack, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-044,fintech credit,credito,False,"Informational, Transactional",40,28,0.36,0.0,"AI Overview, Video, Video carousel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-PRO-014,dia de la propiedad intelectual,dia,False,Informational,40,20,0.0,0.0,"Sitelinks, Instant answer, Image pack, Video, Video carousel, People also ask, Knowledge panel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-015,empleo abogado propiedad intelectual,abogado,False,Commercial,40,17,0.0,0.0,"Video, Jobs, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-FIN-045,asociacion fintech,asociacion,False,Informational,30,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-046,bancos fintech,banco,False,Informational,30,20,0.7,0.0,"AI Overview, Video, Video carousel, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-047,como invertir en fintech,fintech,False,Informational,30,13,0.74,0.0,"AI Overview, Video, Video carousel, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-048,ejemplos de fintech,ejemplos,False,Informational,30,10,0.0,0.0,"AI Overview, Image pack, Video, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-049,fintech en argentina,argentina,False,"Informational, Transactional",30,25,0.0,0.0,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-050,fintech plaid,fintech,False,Navigational,30,38,0.0,0.0,"Sitelinks, Video, People also ask, Knowledge panel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-051,industria fintech,fintech,False,Informational,30,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-052,ley fintech colombia,colombia,False,Informational,30,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-053,plaid fintech,fintech,False,Informational,30,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-054,presidente colombia fintech,colombia,False,Informational,30,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-PRO-016,casos de propiedad intelectual en colombia,casa,False,Informational,30,14,0.0,0.0,"AI Overview, Video, Video carousel, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-017,cómo afecta la propiedad intelectual en los medios digitales,afecta,False,Informational,30,15,0.0,0.0,"AI Overview, Video, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-018,diferencia entre propiedad industrial y propiedad intelectual,diferencia,False,Informational,30,16,0.0,0.0,"AI Overview, Video, Video carousel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-019,diferencia entre propiedad intelectual y propiedad industrial en colombia,colombia,False,Informational,30,13,0.0,0.0,"Sitelinks, AI Overview, Video, Video carousel, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-PRO-020,ejemplos de propiedad intelectual en colombia,colombia,False,Informational,30,15,0.0,0.0,"AI Overview, Video, Video carousel, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: Propiedad-intelectual,,,semrush_magic_tool,46060,46060
KW-REG-008,cuanto vale un registro de marca en colombia,colombia,False,Informational,30,5,0.13,0.0,"AI Overview, Video, Short videos, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: registro-de-marca-colombia,,,semrush_magic_tool,46060,46060
KW-REG-009,valor de registro de marca en colombia,colombia,False,Informational,30,15,0.15,0.0,"AI Overview, Video, People also ask, Related searches",estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: registro-de-marca-colombia,,,semrush_magic_tool,46060,46060
KW-FIN-055,ai in fintech,ai,False,Informational,20,50,3.79,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-056,artificial intelligence fintech,artificial,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-057,asociación fintech,asociados,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-058,colombia fintech miembros,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-059,colombia fintech telefono,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-060,como crear una fintech en colombia,colombia,False,Informational,20,50,0.82,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-061,compañia fintech,compañia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-062,compañias fintech,compañia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-063,creditos fintech colombia,colombia,False,Informational,20,50,0.71,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-064,digital fintech,digital,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-065,ecosistema fintech en colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-066,emprendimiento fintech,emprendimiento,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-067,emprendimientos fintech,emprendimiento,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-068,estudiar fintech,estudio,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-069,fintech americas miami,america,False,Informational,20,50,2.03,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-070,fintech app,app,False,Informational,20,50,0.91,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-071,fintech app development,app,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-072,fintech australia,australia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-073,fintech colombia 2018,2018,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-074,fintech radar colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-075,fintech software,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-076,fintech software development,development,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-077,fintech spain,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-078,historia de las fintech,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-079,invertir en fintech colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-080,mejores fintech colombia,colombia,False,Informational,20,50,1.5,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-081,normatividad fintech colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-082,principales fintech en colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-083,que es colombia fintech,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-084,que es la industria fintech,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-085,que es una startup fintech,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-086,que son las fintech en colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-087,quien regula las fintech en colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-088,qué es una startup fintech,fintech,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-089,regulacion fintech colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
KW-FIN-090,sector fintech en colombia,colombia,False,Informational,20,50,0.0,0.0,,estable,30,True,pendiente,,Keyword de investigacion SEMrush - seed: fintech,,,semrush_magic_tool,46060,46060
